*******************************************************************************
 Revised: April 12, 2021                 Earth                              399
 
 GEOPHYSICAL PROPERTIES (revised May 9, 2022):
  Vol. Mean Radius (km)    = 6371.01+-0.02   Mass x10^24 (kg)= 5.97219+-0.0006
  Equ. radius, km          = 6378.137        Mass layers:
  Polar axis, km           = 6356.752          Atmos         = 5.1   x 10^18 kg
  Flattening               = 1/298.257223563   oceans        = 1.4   x 10^21 kg
  Density, g/cm^3          = 5.51              crust         = 2.6   x 10^22 kg
  J2 (IERS 2010)           = 0.00108262545     mantle        = 4.043 x 10^24 kg
  g_p, m/s^2  (polar)      = 9.8321863685      outer core    = 1.835 x 10^24 kg
  g_e, m/s^2  (equatorial) = 9.7803267715      inner core    = 9.675 x 10^22 kg
  g_o, m/s^2               = 9.82022         Fluid core rad  = 3480 km
  GM, km^3/s^2             = 398600.435436   Inner core rad  = 1215 km
  GM 1-sigma, km^3/s^2     =      0.0014     Escape velocity = 11.186 km/s
  Rot. Rate (rad/s)        = 0.00007292115   Surface area:
  Mean sidereal day, hr    = 23.9344695944     land          = 1.48 x 10^8 km
  Mean solar day 2000.0, s = 86400.002         sea           = 3.62 x 10^8 km
  Mean solar day 1820.0, s = 86400.0         Love no., k2    = 0.299
  Moment of inertia        = 0.3308          Atm. pressure   = 1.0 bar
  Mean surface temp (Ts), K= 287.6           Volume, km^3    = 1.08321 x 10^12
  Mean effect. temp (Te), K= 255             Magnetic moment = 0.61 gauss Rp^3
  Geometric albedo         = 0.367           Vis. mag. V(1,0)= -3.86
  Solar Constant (W/m^2)   = 1367.6 (mean), 1414 (perihelion), 1322 (aphelion)
 HELIOCENTRIC ORBIT CHARACTERISTICS:
  Obliquity to orbit, deg  = 23.4392911  Sidereal orb period  = 1.0000174 y
  Orbital speed, km/s      = 29.79       Sidereal orb period  = 365.25636 d
  Mean daily motion, deg/d = 0.9856474   Hill's sphere radius = 234.9       
*******************************************************************************


*******************************************************************************
Ephemeris / WWW_USER Tue Nov 11 14:21:47 2025 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Earth (399)                     {source: DE441}
Center body name: Sun (10)                        {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2025-Nov-10 00:00:00.0000 TDB
Stop  time      : A.D. 2025-Nov-17 00:00:00.0000 TDB
Step-size       : 4 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 695700.0, 695700.0, 695700.0 km {Equator_a, b, pole_c}
Output units    : KM-S
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 3 (position, velocity, LT, range, range-rate)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
2460993.197222222, A.D. 2025-Nov-13 16:44:00.0000,  9.275503161716628E+07,  1.153706395800872E+08, -7.429378332592547E+03, -2.369521776301317E+01,  1.856320367890250E+01,  7.582458719657126E-05,  4.937861913882921E+02,  1.480333760427545E+08, -3.796575729017653E-01,
2460993.200000000, A.D. 2025-Nov-13 16:48:00.0000,  9.274934465476190E+07,  1.153750946133737E+08, -7.429360115684569E+03, -2.369613559815240E+01,  1.856207370006598E+01,  7.598296532318471E-05,  4.937858874571574E+02,  1.480332849264926E+08, -3.796446103718631E-01,
2460993.202777778, A.D. 2025-Nov-13 16:52:00.0000,  9.274365747208342E+07,  1.153795493754592E+08, -7.429341860815883E+03, -2.369705338035343E+01,  1.856094367085778E+01,  7.614092585939147E-05,  4.937855835363990E+02,  1.480331938133414E+08, -3.796316501477409E-01,
2460993.205555555, A.D. 2025-Nov-13 16:56:00.0000,  9.273797006914356E+07,  1.153840038663317E+08, -7.429323568068445E+03, -2.369797110961107E+01,  1.855981359128037E+01,  7.629846885759406E-05,  4.937852796260149E+02,  1.480331027033004E+08, -3.796186922281085E-01,
2460993.208333333, A.D. 2025-Nov-13 17:00:00.0000,  9.273228244595504E+07,  1.153884580859790E+08, -7.429305237583816E+03, -2.369888878592014E+01,  1.855868346133628E+01,  7.645559437552407E-05,  4.937849757260036E+02,  1.480330115963689E+08, -3.796057366116519E-01,
2460993.211111111, A.D. 2025-Nov-13 17:04:00.0000,  9.272659460253057E+07,  1.153929120343891E+08, -7.429286869421601E+03, -2.369980640927545E+01,  1.855755328102801E+01,  7.661230247357764E-05,  4.937846718363629E+02,  1.480329204925466E+08, -3.795927832970808E-01,
2460993.213888889, A.D. 2025-Nov-13 17:08:00.0000,  9.272090653888284E+07,  1.153973657115499E+08, -7.429268463708460E+03, -2.370072397967184E+01,  1.855642305035807E+01,  7.676859320060458E-05,  4.937843679570910E+02,  1.480328293918328E+08, -3.795798322830828E-01,
2460993.216666667, A.D. 2025-Nov-13 17:12:00.0000,  9.271521825502455E+07,  1.154018191174493E+08, -7.429250020526350E+03, -2.370164149710410E+01,  1.855529276932898E+01,  7.692446661788921E-05,  4.937840640881864E+02,  1.480327382942269E+08, -3.795668835683405E-01,
2460993.219444444, A.D. 2025-Nov-13 17:16:00.0000,  9.270952975096846E+07,  1.154062722520751E+08, -7.429231540001929E+03, -2.370255896156707E+01,  1.855416243794324E+01,  7.707992278138676E-05,  4.937837602296468E+02,  1.480326471997285E+08, -3.795539371515750E-01,
2460993.222222222, A.D. 2025-Nov-13 17:20:00.0000,  9.270384102672723E+07,  1.154107251154154E+08, -7.429213022202253E+03, -2.370347637305556E+01,  1.855303205620338E+01,  7.723496174705247E-05,  4.937834563814707E+02,  1.480325561083369E+08, -3.795409930314627E-01,
2460993.225000000, A.D. 2025-Nov-13 17:24:00.0000,  9.269815208231363E+07,  1.154151777074581E+08, -7.429194467246532E+03, -2.370439373156441E+01,  1.855190162411191E+01,  7.738958357084158E-05,  4.937831525436562E+02,  1.480324650200516E+08, -3.795280512067052E-01,
2460993.227777778, A.D. 2025-Nov-13 17:28:00.0000,  9.269246291774033E+07,  1.154196300281910E+08, -7.429175875224173E+03, -2.370531103708843E+01,  1.855077114167135E+01,  7.754378830959752E-05,  4.937828487162014E+02,  1.480323739348721E+08, -3.795151116760013E-01,
2460993.230555556, A.D. 2025-Nov-13 17:32:00.0000,  9.268677353302006E+07,  1.154240820776021E+08, -7.429157246254385E+03, -2.370622828962244E+01,  1.854964060888421E+01,  7.769757601838734E-05,  4.937825448991043E+02,  1.480322828527978E+08, -3.795021744380497E-01,
2460993.233333333, A.D. 2025-Nov-13 17:36:00.0000,  9.268108392816556E+07,  1.154285338556792E+08, -7.429138580426574E+03, -2.370714548916128E+01,  1.854851002575302E+01,  7.785094675938353E-05,  4.937822410923633E+02,  1.480321917738282E+08, -3.794892394915345E-01,
2460993.236111111, A.D. 2025-Nov-13 17:40:00.0000,  9.267539410318950E+07,  1.154329853624104E+08, -7.429119877837598E+03, -2.370806263569977E+01,  1.854737939228031E+01,  7.800390058410045E-05,  4.937819372959767E+02,  1.480321006979627E+08, -3.794763068351592E-01,
2460993.238888889, A.D. 2025-Nov-13 17:44:00.0000,  9.266970405810466E+07,  1.154374365977835E+08, -7.429101138599217E+03, -2.370897972923273E+01,  1.854624870846859E+01,  7.815643755115786E-05,  4.937816335099423E+02,  1.480320096252007E+08, -3.794633764676177E-01,
2460993.241666667, A.D. 2025-Nov-13 17:48:00.0000,  9.266401379292370E+07,  1.154418875617864E+08, -7.429082362785935E+03, -2.370989676975500E+01,  1.854511797432038E+01,  7.830855772272827E-05,  4.937813297342584E+02,  1.480319185555418E+08, -3.794504483876038E-01,
2460993.244444444, A.D. 2025-Nov-13 17:52:00.0000,  9.265832330765940E+07,  1.154463382544071E+08, -7.429063550509512E+03, -2.371081375726140E+01,  1.854398718983823E+01,  7.846026114588511E-05,  4.937810259689232E+02,  1.480318274889853E+08, -3.794375225938080E-01,
2460993.247222222, A.D. 2025-Nov-13 17:56:00.0000,  9.265263260232446E+07,  1.154507886756335E+08, -7.429044701889157E+03, -2.371173069174676E+01,  1.854285635502464E+01,  7.861154788812996E-05,  4.937807222139351E+02,  1.480317364255308E+08, -3.794245990849338E-01,
2460993.250000000, A.D. 2025-Nov-13 18:00:00.0000,  9.264694167693162E+07,  1.154552388254535E+08, -7.429025816999376E+03, -2.371264757320591E+01,  1.854172546988217E+01,  7.876241800275352E-05,  4.937804184692918E+02,  1.480316453651776E+08, -3.794116778596751E-01,
2460993.252777778, A.D. 2025-Nov-13 18:04:00.0000,  9.264125053149356E+07,  1.154596887038551E+08, -7.429006895966828E+03, -2.371356440163368E+01,  1.854059453441333E+01,  7.891287154215831E-05,  4.937801147349919E+02,  1.480315543079252E+08, -3.793987589167095E-01,
2460993.255555556, A.D. 2025-Nov-13 18:08:00.0000,  9.263555916602306E+07,  1.154641383108260E+08, -7.428987938866019E+03, -2.371448117702491E+01,  1.853946354862065E+01,  7.906290857562226E-05,  4.937798110110333E+02,  1.480314632537731E+08, -3.793858422547534E-01,
2460993.258333333, A.D. 2025-Nov-13 18:12:00.0000,  9.262986758053282E+07,  1.154685876463544E+08, -7.428968945801258E+03, -2.371539789937443E+01,  1.853833251250668E+01,  7.921252915377153E-05,  4.937795072974143E+02,  1.480313722027207E+08, -3.793729278724828E-01,
2460993.261111111, A.D. 2025-Nov-13 18:16:00.0000,  9.262417577503562E+07,  1.154730367104280E+08, -7.428949916869402E+03, -2.371631456867707E+01,  1.853720142607396E+01,  7.936173333256136E-05,  4.937792035941330E+02,  1.480312811547676E+08, -3.793600157686205E-01,
2460993.263888889, A.D. 2025-Nov-13 18:20:00.0000,  9.261848374954413E+07,  1.154774855030348E+08, -7.428930852204561E+03, -2.371723118492767E+01,  1.853607028932500E+01,  7.951052117682877E-05,  4.937788999011877E+02,  1.480311901099130E+08, -3.793471059418297E-01,
2460993.266666667, A.D. 2025-Nov-13 18:24:00.0000,  9.261279150407109E+07,  1.154819340241628E+08, -7.428911751851439E+03, -2.371814774812105E+01,  1.853493910226235E+01,  7.965889273986448E-05,  4.937785962185765E+02,  1.480310990681565E+08, -3.793341983908123E-01,
2460993.269444444, A.D. 2025-Nov-13 18:28:00.0000,  9.260709903862928E+07,  1.154863822737999E+08, -7.428892615966499E+03, -2.371906425825208E+01,  1.853380786488856E+01,  7.980684808028826E-05,  4.937782925462976E+02,  1.480310080294976E+08, -3.793212931142716E-01,
2460993.272222222, A.D. 2025-Nov-13 18:32:00.0000,  9.260140635323137E+07,  1.154908302519340E+08, -7.428873444601893E+03, -2.371998071531557E+01,  1.853267657720617E+01,  7.995438725671988E-05,  4.937779888843490E+02,  1.480309169939356E+08, -3.793083901108935E-01,
2460993.275000000, A.D. 2025-Nov-13 18:36:00.0000,  9.259571344789016E+07,  1.154952779585530E+08, -7.428854237899184E+03, -2.372089711930636E+01,  1.853154523921772E+01,  8.010151032600277E-05,  4.937776852327291E+02,  1.480308259614702E+08, -3.792954893793699E-01,
2460993.277777778, A.D. 2025-Nov-13 18:40:00.0000,  9.259002032261837E+07,  1.154997253936448E+08, -7.428834995925426E+03, -2.372181347021930E+01,  1.853041385092575E+01,  8.024821735119758E-05,  4.937773815914362E+02,  1.480307349321006E+08, -3.792825909183964E-01,
2460993.280555556, A.D. 2025-Nov-13 18:44:00.0000,  9.258432697742872E+07,  1.155041725571974E+08, -7.428815718777478E+03, -2.372272976804922E+01,  1.852928241233280E+01,  8.039450838737139E-05,  4.937770779604680E+02,  1.480306439058264E+08, -3.792696947266796E-01,
2460993.283333333, A.D. 2025-Nov-13 18:48:00.0000,  9.257863341233395E+07,  1.155086194491987E+08, -7.428796406581998E+03, -2.372364601279097E+01,  1.852815092344144E+01,  8.054038349580850E-05,  4.937767743398232E+02,  1.480305528826469E+08, -3.792568008028843E-01,
2460993.286111111, A.D. 2025-Nov-13 18:52:00.0000,  9.257293962734681E+07,  1.155130660696366E+08, -7.428777059435844E+03, -2.372456220443939E+01,  1.852701938425419E+01,  8.068584273246415E-05,  4.937764707294997E+02,  1.480304618625618E+08, -3.792439091457330E-01,
2460993.288888889, A.D. 2025-Nov-13 18:56:00.0000,  9.256724562248006E+07,  1.155175124184991E+08, -7.428757677428424E+03, -2.372547834298931E+01,  1.852588779477362E+01,  8.083088615773448E-05,  4.937761671294958E+02,  1.480303708455704E+08, -3.792310197538954E-01,
2460993.291666667, A.D. 2025-Nov-13 19:00:00.0000,  9.256155139774641E+07,  1.155219584957741E+08, -7.428738260641694E+03, -2.372639442843559E+01,  1.852475615500228E+01,  8.097551383023927E-05,  4.937758635398096E+02,  1.480302798316721E+08, -3.792181326260751E-01,
2460993.294444445, A.D. 2025-Nov-13 19:04:00.0000,  9.255585695315866E+07,  1.155264043014495E+08, -7.428718809202313E+03, -2.372731046077307E+01,  1.852362446494272E+01,  8.111972580682192E-05,  4.937755599604395E+02,  1.480301888208665E+08, -3.792052477609688E-01,
2460993.297222222, A.D. 2025-Nov-13 19:08:00.0000,  9.255016228872950E+07,  1.155308498355132E+08, -7.428699323199689E+03, -2.372822643999659E+01,  1.852249272459749E+01,  8.126352215320765E-05,  4.937752563913833E+02,  1.480300978131530E+08, -3.791923651572606E-01,
2460993.300000000, A.D. 2025-Nov-13 19:12:00.0000,  9.254446740447171E+07,  1.155352950979532E+08, -7.428679802745581E+03, -2.372914236610101E+01,  1.852136093396915E+01,  8.140690292091080E-05,  4.937749528326396E+02,  1.480300068085311E+08, -3.791794848136490E-01,
2460993.302777778, A.D. 2025-Nov-13 19:16:00.0000,  9.253877230039801E+07,  1.155397400887575E+08, -7.428660247921944E+03, -2.373005823908116E+01,  1.852022909306026E+01,  8.154986817743293E-05,  4.937746492842062E+02,  1.480299158070001E+08, -3.791666067288280E-01,
2460993.305555556, A.D. 2025-Nov-13 19:20:00.0000,  9.253307697652121E+07,  1.155441848079139E+08, -7.428640658840537E+03, -2.373097405893190E+01,  1.851909720187337E+01,  8.169241797695292E-05,  4.937743457460817E+02,  1.480298248085596E+08, -3.791537309014945E-01,
2460993.308333333, A.D. 2025-Nov-13 19:24:00.0000,  9.252738143285398E+07,  1.155486292554104E+08, -7.428621035598218E+03, -2.373188982564808E+01,  1.851796526041105E+01,  8.183455237720239E-05,  4.937740422182638E+02,  1.480297338132091E+08, -3.791408573303210E-01,
2460993.311111111, A.D. 2025-Nov-13 19:28:00.0000,  9.252168566940914E+07,  1.155530734312349E+08, -7.428601378284395E+03, -2.373280553922454E+01,  1.851683326867585E+01,  8.197627144390651E-05,  4.937737387007513E+02,  1.480296428209479E+08, -3.791279860140158E-01,
2460993.313888889, A.D. 2025-Nov-13 19:32:00.0000,  9.251598968619940E+07,  1.155575173353753E+08, -7.428581687025726E+03, -2.373372119965613E+01,  1.851570122667036E+01,  8.211757523302055E-05,  4.937734351935418E+02,  1.480295518317756E+08, -3.791151169512630E-01,
2460993.316666667, A.D. 2025-Nov-13 19:36:00.0000,  9.251029348323755E+07,  1.155619609678197E+08, -7.428561961889267E+03, -2.373463680693771E+01,  1.851456913439711E+01,  8.225846380582880E-05,  4.937731316966340E+02,  1.480294608456916E+08, -3.791022501407579E-01,
2460993.319444444, A.D. 2025-Nov-13 19:40:00.0000,  9.250459706053634E+07,  1.155664043285558E+08, -7.428542202994227E+03, -2.373555236106414E+01,  1.851343699185868E+01,  8.239893722006286E-05,  4.937728282100259E+02,  1.480293698626954E+08, -3.790893855812006E-01,
2460993.322222222, A.D. 2025-Nov-13 19:44:00.0000,  9.249890041810851E+07,  1.155708474175717E+08, -7.428522410430014E+03, -2.373646786203025E+01,  1.851230479905765E+01,  8.253899554233612E-05,  4.937725247337155E+02,  1.480292788827864E+08, -3.790765232712687E-01,
2460993.325000000, A.D. 2025-Nov-13 19:48:00.0000,  9.249320355596681E+07,  1.155752902348553E+08, -7.428502584300935E+03, -2.373738330983092E+01,  1.851117255599657E+01,  8.267863882327475E-05,  4.937722212677013E+02,  1.480291879059640E+08, -3.790636632096657E-01,
2460993.327777778, A.D. 2025-Nov-13 19:52:00.0000,  9.248750647412403E+07,  1.155797327803946E+08, -7.428482724718750E+03, -2.373829870446098E+01,  1.851004026267802E+01,  8.281786713038031E-05,  4.937719178119813E+02,  1.480290969322278E+08, -3.790508053950705E-01,
2460993.330555555, A.D. 2025-Nov-13 19:56:00.0000,  9.248180917259294E+07,  1.155841750541774E+08, -7.428462831772864E+03, -2.373921404591530E+01,  1.850890791910457E+01,  8.295668052404892E-05,  4.937716143665538E+02,  1.480290059615773E+08, -3.790379498261947E-01,
2460993.333333333, A.D. 2025-Nov-13 20:00:00.0000,  9.247611165138625E+07,  1.155886170561917E+08, -7.428442905545235E+03, -2.374012933418875E+01,  1.850777552527880E+01,  8.309507905579494E-05,  4.937713109314169E+02,  1.480289149940117E+08, -3.790250965016996E-01,
2460993.336111111, A.D. 2025-Nov-13 20:04:00.0000,  9.247041391051677E+07,  1.155930587864255E+08, -7.428422946155071E+03, -2.374104456927616E+01,  1.850664308120326E+01,  8.323306279756082E-05,  4.937710075065690E+02,  1.480288240295308E+08, -3.790122454203048E-01,
2460993.338888889, A.D. 2025-Nov-13 20:08:00.0000,  9.246471594999725E+07,  1.155975002448667E+08, -7.428402953706682E+03, -2.374195975117241E+01,  1.850551058688056E+01,  8.337063180618998E-05,  4.937707040920081E+02,  1.480287330681338E+08, -3.789993965806860E-01,
2460993.341666667, A.D. 2025-Nov-13 20:12:00.0000,  9.245901776984046E+07,  1.156019414315032E+08, -7.428382928282022E+03, -2.374287487987235E+01,  1.850437804231326E+01,  8.350778614296672E-05,  4.937704006877325E+02,  1.480286421098202E+08, -3.789865499815436E-01,
2460993.344444444, A.D. 2025-Nov-13 20:16:00.0000,  9.245331937005918E+07,  1.156063823463230E+08, -7.428362870000303E+03, -2.374378995537084E+01,  1.850324544750394E+01,  8.364452586473448E-05,  4.937700972937404E+02,  1.480285511545896E+08, -3.789737056215584E-01,
2460993.347222222, A.D. 2025-Nov-13 20:20:00.0000,  9.244762075066614E+07,  1.156108229893140E+08, -7.428342778950930E+03, -2.374470497766274E+01,  1.850211280245517E+01,  8.378085103633026E-05,  4.937697939100302E+02,  1.480284602024414E+08, -3.789608634994268E-01,
2460993.350000000, A.D. 2025-Nov-13 20:24:00.0000,  9.244192191167414E+07,  1.156152633604641E+08, -7.428322655223310E+03, -2.374561994674292E+01,  1.850098010716956E+01,  8.391676171815021E-05,  4.937694905365996E+02,  1.480283692533749E+08, -3.789480236138332E-01,
2460993.352777778, A.D. 2025-Nov-13 20:28:00.0000,  9.243622285309596E+07,  1.156197034597614E+08, -7.428302498936653E+03, -2.374653486260624E+01,  1.849984736164966E+01,  8.405225797325500E-05,  4.937691871734473E+02,  1.480282783073898E+08, -3.789351859634872E-01,
2460993.355555556, A.D. 2025-Nov-13 20:32:00.0000,  9.243052357494435E+07,  1.156241432871937E+08, -7.428282310180366E+03, -2.374744972524756E+01,  1.849871456589808E+01,  8.418733985759985E-05,  4.937688838205712E+02,  1.480281873644855E+08, -3.789223505470568E-01,
2460993.358333333, A.D. 2025-Nov-13 20:36:00.0000,  9.242482407723209E+07,  1.156285828427490E+08, -7.428262089043856E+03, -2.374836453466176E+01,  1.849758171991739E+01,  8.432200743690998E-05,  4.937685804779699E+02,  1.480280964246614E+08, -3.789095173632484E-01,
2460993.361111111, A.D. 2025-Nov-13 20:40:00.0000,  9.241912435997199E+07,  1.156330221264153E+08, -7.428241835646331E+03, -2.374927929084368E+01,  1.849644882371019E+01,  8.445626077246970E-05,  4.937682771456413E+02,  1.480280054879170E+08, -3.788966864107394E-01,
2460993.363888889, A.D. 2025-Nov-13 20:44:00.0000,  9.241342442317675E+07,  1.156374611381804E+08, -7.428221550069749E+03, -2.375019399378820E+01,  1.849531587727906E+01,  8.459009992645150E-05,  4.937679738235834E+02,  1.480279145542517E+08, -3.788838576882300E-01,
2460993.366666667, A.D. 2025-Nov-13 20:48:00.0000,  9.240772426685920E+07,  1.156418998780323E+08, -7.428201232433319E+03, -2.375110864349019E+01,  1.849418288062659E+01,  8.472352495658697E-05,  4.937676705117950E+02,  1.480278236236651E+08, -3.788710311944042E-01,
2460993.369444444, A.D. 2025-Nov-13 20:52:00.0000,  9.240202389103213E+07,  1.156463383459591E+08, -7.428180882818997E+03, -2.375202323994452E+01,  1.849304983375538E+01,  8.485653592948950E-05,  4.937673672102737E+02,  1.480277326961566E+08, -3.788582069279620E-01,
2460993.372222222, A.D. 2025-Nov-13 20:56:00.0000,  9.239632329570831E+07,  1.156507765419485E+08, -7.428160501331091E+03, -2.375293778314606E+01,  1.849191673666801E+01,  8.498913290733157E-05,  4.937670639190184E+02,  1.480276417717256E+08, -3.788453848875857E-01,
2460993.375000000, A.D. 2025-Nov-13 21:00:00.0000,  9.239062248090050E+07,  1.156552144659886E+08, -7.428140088059008E+03, -2.375385227308967E+01,  1.849078358936709E+01,  8.512131594695660E-05,  4.937667606380267E+02,  1.480275508503717E+08, -3.788325650719657E-01,
2460993.377777778, A.D. 2025-Nov-13 21:04:00.0000,  9.238492144662148E+07,  1.156596521180674E+08, -7.428119643129408E+03, -2.375476670977022E+01,  1.848965039185520E+01,  8.525308511320162E-05,  4.937664573672972E+02,  1.480274599320942E+08, -3.788197474797827E-01,
2460993.380555556, A.D. 2025-Nov-13 21:08:00.0000,  9.237922019288406E+07,  1.156640894981727E+08, -7.428099166616797E+03, -2.375568109318259E+01,  1.848851714413496E+01,  8.538444046646276E-05,  4.937661541068279E+02,  1.480273690168927E+08, -3.788069321097303E-01,
2460993.383333333, A.D. 2025-Nov-13 21:12:00.0000,  9.237351871970101E+07,  1.156685266062926E+08, -7.428078658632934E+03, -2.375659542332166E+01,  1.848738384620894E+01,  8.551538207335341E-05,  4.937658508566171E+02,  1.480272781047666E+08, -3.787941189605168E-01,
2460993.386111111, A.D. 2025-Nov-13 21:16:00.0000,  9.236781702708513E+07,  1.156729634424149E+08, -7.428058119274676E+03, -2.375750970018230E+01,  1.848625049807976E+01,  8.564590999249333E-05,  4.937655476166630E+02,  1.480271871957154E+08, -3.787813080308306E-01,
2460993.388888889, A.D. 2025-Nov-13 21:20:00.0000,  9.236211511504918E+07,  1.156774000065276E+08, -7.428037548631430E+03, -2.375842392375936E+01,  1.848511709975001E+01,  8.577602428960773E-05,  4.937652443869638E+02,  1.480270962897386E+08, -3.787684993193284E-01,
2460993.391666667, A.D. 2025-Nov-13 21:24:00.0000,  9.235641298360598E+07,  1.156818362986187E+08, -7.428016946814954E+03, -2.375933809404775E+01,  1.848398365122230E+01,  8.590572502331639E-05,  4.937649411675179E+02,  1.480270053868355E+08, -3.787556928247345E-01,
2460993.394444444, A.D. 2025-Nov-13 21:28:00.0000,  9.235071063276833E+07,  1.156862723186762E+08, -7.427996313914657E+03, -2.376025221104233E+01,  1.848285015249925E+01,  8.603501225845633E-05,  4.937646379583235E+02,  1.480269144870059E+08, -3.787428885457180E-01,
2460993.397222222, A.D. 2025-Nov-13 21:32:00.0000,  9.234500806254897E+07,  1.156907080666879E+08, -7.427975650034845E+03, -2.376116627473798E+01,  1.848171660358343E+01,  8.616388605897640E-05,  4.937643347593784E+02,  1.480268235902489E+08, -3.787300864809759E-01,
2460993.400000000, A.D. 2025-Nov-13 21:36:00.0000,  9.233930527296072E+07,  1.156951435426419E+08, -7.427954955279827E+03, -2.376208028512958E+01,  1.848058300447747E+01,  8.629234648704909E-05,  4.937640315706814E+02,  1.480267326965642E+08, -3.787172866291921E-01,
2460993.402777778, A.D. 2025-Nov-13 21:40:00.0000,  9.233360226401635E+07,  1.156995787465260E+08, -7.427934229731560E+03, -2.376299424221200E+01,  1.847944935518398E+01,  8.642039360040599E-05,  4.937637283922303E+02,  1.480266418059511E+08, -3.787044889890555E-01,
2460993.405555556, A.D. 2025-Nov-13 21:44:00.0000,  9.232789903572871E+07,  1.157040136783284E+08, -7.427913473531604E+03, -2.376390814598012E+01,  1.847831565570556E+01,  8.654802747276591E-05,  4.937634252240237E+02,  1.480265509184093E+08, -3.786916935592591E-01,
2460993.408333333, A.D. 2025-Nov-13 21:48:00.0000,  9.232219558811055E+07,  1.157084483380368E+08, -7.427892686724663E+03, -2.376482199642884E+01,  1.847718190604483E+01,  8.667524815830774E-05,  4.937631220660596E+02,  1.480264600339381E+08, -3.786789003385002E-01,
2460993.411111111, A.D. 2025-Nov-13 21:52:00.0000,  9.231649192117469E+07,  1.157128827256393E+08, -7.427871869437397E+03, -2.376573579355302E+01,  1.847604810620441E+01,  8.680205572098032E-05,  4.937628189183363E+02,  1.480263691525369E+08, -3.786661093254577E-01,
2460993.413888889, A.D. 2025-Nov-13 21:56:00.0000,  9.231078803493391E+07,  1.157173168411238E+08, -7.427851021774113E+03, -2.376664953734755E+01,  1.847491425618689E+01,  8.692845022917339E-05,  4.937625157808520E+02,  1.480262782742054E+08, -3.786533205188122E-01,
2460993.416666667, A.D. 2025-Nov-13 22:00:00.0000,  9.230508392940103E+07,  1.157217506844782E+08, -7.427830143816769E+03, -2.376756322780732E+01,  1.847378035599490E+01,  8.705443173973038E-05,  4.937622126536049E+02,  1.480261873989429E+08, -3.786405339172588E-01,
2460993.419444445, A.D. 2025-Nov-13 22:04:00.0000,  9.229937960458884E+07,  1.157261842556906E+08, -7.427809235669672E+03, -2.376847686492721E+01,  1.847264640563106E+01,  8.718000032370554E-05,  4.937619095365934E+02,  1.480260965267490E+08, -3.786277495195025E-01,
2460993.422222222, A.D. 2025-Nov-13 22:08:00.0000,  9.229367506051013E+07,  1.157306175547489E+08, -7.427788297437131E+03, -2.376939044870209E+01,  1.847151240509798E+01,  8.730515603971867E-05,  4.937616064298154E+02,  1.480260056576230E+08, -3.786149673242060E-01,
2460993.425000000, A.D. 2025-Nov-13 22:12:00.0000,  9.228797029717773E+07,  1.157350505816410E+08, -7.427767329230905E+03, -2.377030397912688E+01,  1.847037835439828E+01,  8.742989895527131E-05,  4.937613033332696E+02,  1.480259147915644E+08, -3.786021873300824E-01,
2460993.427777778, A.D. 2025-Nov-13 22:16:00.0000,  9.228226531460442E+07,  1.157394833363550E+08, -7.427746331140399E+03, -2.377121745619642E+01,  1.846924425353460E+01,  8.755422912898325E-05,  4.937610002469538E+02,  1.480258239285729E+08, -3.785894095357862E-01,
2460993.430555556, A.D. 2025-Nov-13 22:20:00.0000,  9.227656011280301E+07,  1.157439158188787E+08, -7.427725303232670E+03, -2.377213087990565E+01,  1.846811010250954E+01,  8.767814662657969E-05,  4.937606971708664E+02,  1.480257330686477E+08, -3.785766339400387E-01,
2460993.433333333, A.D. 2025-Nov-13 22:24:00.0000,  9.227085469178632E+07,  1.157483480292002E+08, -7.427704245656729E+03, -2.377304425024943E+01,  1.846697590132573E+01,  8.780165151467401E-05,  4.937603941050058E+02,  1.480256422117884E+08, -3.785638605415187E-01,
2460993.436111111, A.D. 2025-Nov-13 22:28:00.0000,  9.226514905156717E+07,  1.157527799673074E+08, -7.427683158479631E+03, -2.377395756722264E+01,  1.846584164998580E+01,  8.792474385543869E-05,  4.937600910493700E+02,  1.480255513579945E+08, -3.785510893389067E-01,
2460993.438888889, A.D. 2025-Nov-13 22:32:00.0000,  9.225944319215834E+07,  1.157572116331882E+08, -7.427662041805685E+03, -2.377487083082019E+01,  1.846470734849238E+01,  8.804742371282259E-05,  4.937597880039576E+02,  1.480254605072653E+08, -3.785383203308965E-01,
2460993.441666667, A.D. 2025-Nov-13 22:36:00.0000,  9.225373711357263E+07,  1.157616430268306E+08, -7.427640895754099E+03, -2.377578404103697E+01,  1.846357299684808E+01,  8.816969115166273E-05,  4.937594849687664E+02,  1.480253696596005E+08, -3.785255535161701E-01,
